datetime,condo,focal_id,sex,behavior,grid_cell,cell_location,partner_id,partner_interaction
2018-06-27T06:26:00Z,6B,3PS,F,S,A02,C,,
2018-06-27T06:27:00Z,6B,3HO,F,S,W,,,
2018-06-27T06:27:00Z,6B,2B3,M,S,W,,,
2018-06-27T06:28:00Z,6B,2LM,M,S,A09,B,,
2018-06-27T06:29:00Z,6B,3KL,F,DEAD,A10,T,,
2018-06-27T06:39:00Z,6B,3PL,F,S,B17,B,,
2018-06-27T06:31:00Z,6B,3VS,F,S,C09,C,,
2018-06-27T06:32:00Z,6B,2MO,M,CRT,C01,B,3TL,Mating Partners
2018-06-27T06:32:00Z,6B,3TL,F,CRT,C01,B,2MO,Mating Partners
2018-06-27T06:32:00Z,6B,3TL,F,CRT,C01,B,3VX,5 CM Partners
2018-06-27T06:32:00Z,6B,3VX,F,S,C01,T,3TL,5 CM Partners
2018-06-27T06:32:00Z,6B,3VX,F,S,C01,T,2MO,5 CM Partners
2018-06-27T06:32:00Z,6B,2MO,M,CRT,C01,B,3VX,5 CM Partners
2018-06-27T06:34:00Z,6B,3KP,F,S,M,,,
2018-06-27T06:35:00Z,6B,UKM,M,S,M,,,
2018-06-27T06:37:00Z,6B,3OP,F,S,M,,,
2018-06-27T06:38:00Z,6B,3WL,F,S,W,,,
2018-06-27T06:39:00Z,6A,3SS,F,S,LEG,,,
2018-06-27T06:40:00Z,6A,2PL,M,S,A03,C,,
2018-06-27T06:41:00Z,6A,2KV,M,CRT,A07,C,3FO,Mating Partners
2018-06-27T06:41:00Z,6A,3FO,F,CRT,A07,C,2KV,Mating Partners
2018-06-27T06:42:00Z,6A,3HK,F,S,A09,C,,
2018-06-27T06:43:00Z,6A,UKF,F,S,A13,C,3WM,5 CM Partners
2018-06-27T06:43:00Z,6A,3WM,F,G,A13,C,UKF,5 CM Partners
2018-06-27T06:43:00Z,6A,3WM,F,G,A13,C,UK,Mating Partners
2018-06-27T06:43:00Z,6A,UK,UK,G,A13,C,3WM,Mating Partners
2018-06-27T06:43:00Z,6A,UK,UK,G,A13,C,UKF,5 CM Partners
2018-06-27T06:43:00Z,6A,UK,UK,G,A13,C,2MA,5 CM Partners
2018-06-27T06:43:00Z,6A,2MA,M,S,A13,C,UK,5 CM Partners
2018-06-27T06:43:00Z,6A,2MA,M,S,A13,C,UKF,5 CM Partners
2018-06-27T06:43:00Z,6A,UKF,F,S,A13,C,2MA,5 CM Partners
2018-06-27T06:43:00Z,6A,UKF,F,S,A13,C,UK,5 CM Partners
2018-06-27T06:43:00Z,6A,3WM,F,G,A13,C,2MA,5 CM Partners
2018-06-27T06:43:00Z,6A,2MA,M,S,A13,C,3WM,5 CM Partners
2018-06-27T06:50:00Z,6A,3M7,F,S,B10,C,,
2018-06-27T06:51:00Z,6A,2VM,M,S,C12,B,,
2018-06-27T06:52:00Z,6A,2KS,M,G,C16,C,3V3,Mating Partners
2018-06-27T06:52:00Z,6A,3V3,F,G,C16,C,2KS,Mating Partners
2018-06-27T06:53:00Z,6A,3ZO,F,S,W,,,
2018-06-27T06:54:00Z,6A,2VY,M,S,W,,,
2018-06-27T06:55:00Z,6A,3MZ,F,S,W,,,
2018-06-27T06:55:00Z,6A,UKF,F,S,W,,,
2018-06-27T06:56:00Z,6A,2N2,M,S,US,,,
2018-06-27T06:57:00Z,6A,3TT,F,S,US,,,
2018-06-27T06:58:00Z,6A,2H7,M,S,M,,,
2018-06-27T06:59:00Z,6A,2FT,M,S,M,,,
2018-06-27T07:00:00Z,6A,2MB,M,S,W,,,
2018-06-27T07:01:00Z,6A,UKM,M,S,W,,,
2018-06-27T07:04:00Z,5B,3OH,F,S,A01,C,,
2018-06-27T07:05:00Z,5B,2MS,M,S,A08,C,3OX,5 CM Partners
2018-06-27T07:05:00Z,5B,3OX,F,S,A09,C,2MS,5 CM Partners
2018-06-27T07:05:00Z,5B,3OX,F,S,A09,C,3O6,5 CM Partners
2018-06-27T07:05:00Z,5B,3O6,F,S,A09,C,3OX,5 CM Partners
2018-06-27T07:05:00Z,5B,3O6,F,S,A09,C,UKM,5 CM Partners
2018-06-27T07:05:00Z,5B,UKM,M,S,A09,C,3O6,5 CM Partners
2018-06-27T07:05:00Z,5B,UKM,M,S,A09,C,3OX,5 CM Partners
2018-06-27T07:05:00Z,5B,3OX,F,S,A09,C,UKM,5 CM Partners
2018-06-27T07:05:00Z,5B,3OX,F,S,A09,C,2BV,5 CM Partners
2018-06-27T07:05:00Z,5B,2BV,M,CRT,A09,C,3OX,5 CM Partners
2018-06-27T07:05:00Z,5B,2BV,M,CRT,A09,C,3B7,Mating Partners
2018-06-27T07:05:00Z,5B,3B7,F,CRT,A09,C,2BV,Mating Partners
2018-06-27T07:05:00Z,5B,3B7,F,CRT,A09,C,3O6,Touch Partners
2018-06-27T07:05:00Z,5B,3O6,F,S,A09,C,3B7,Touch Partners
2018-06-27T07:05:00Z,5B,3O6,F,S,A09,C,2BV,Touch Partners
2018-06-27T07:05:00Z,5B,2BV,M,CRT,A09,C,3O6,Touch Partners
2018-06-27T07:05:00Z,5B,2BV,M,CRT,A09,C,UKM,5 CM Partners
2018-06-27T07:05:00Z,5B,UKM,M,S,A09,C,2BV,5 CM Partners
2018-06-27T07:05:00Z,5B,UKM,M,S,A09,C,3B7,5 CM Partners
2018-06-27T07:05:00Z,5B,3B7,F,CRT,A09,C,UKM,5 CM Partners
2018-06-27T07:05:00Z,5B,3B7,F,CRT,A09,C,3OX,5 CM Partners
2018-06-27T07:05:00Z,5B,3OX,F,S,A09,C,3B7,5 CM Partners
2018-06-27T07:13:00Z,5B,3YB,F,S,A09,B,3FM,Touch Partners
2018-06-27T07:13:00Z,5B,3FM,F,S,A09,B,3YB,Touch Partners
2018-06-27T07:13:00Z,5B,3FM,F,S,A09,B,2NK,Touch Partners
2018-06-27T07:13:00Z,5B,2NK,M,S,A09,B,3FM,Touch Partners
2018-06-27T07:13:00Z,5B,2NK,M,S,A09,B,3YB,Touch Partners
2018-06-27T07:15:00Z,5B,3LX,F,S,A17,C,2VP,5 CM Partners
2018-06-27T07:15:00Z,5B,2VP,M,S,A17,B,3LX,5 CM Partners
2018-06-27T07:15:00Z,5B,3NK,F,S,A18,B,,
2018-06-27T07:18:00Z,5B,3OB,F,G,A10,B,2MH,Mating Partners
2018-06-27T07:18:00Z,5B,2MH,M,G,A10,B,3OB,Mating Partners
2018-06-27T07:18:00Z,5B,2MH,M,G,A10,B,3AW,5 CM Partners
2018-06-27T07:18:00Z,5B,3AW,F,S,A10,B,2MH,5 CM Partners
2018-06-27T07:18:00Z,5B,3AW,F,S,A10,B,3OB,5 CM Partners
2018-06-27T07:18:00Z,5B,3OB,F,G,A10,B,3AW,5 CM Partners
2018-06-27T07:18:00Z,5B,3OB,F,G,A10,B,3LH,Touch Partners
2018-06-27T07:18:00Z,5B,3LH,F,S,A10,B,3OB,Touch Partners
2018-06-27T07:18:00Z,5B,3LH,F,S,A10,B,2MH,Touch Partners
2018-06-27T07:18:00Z,5B,2MH,M,G,A10,B,3LH,Touch Partners
2018-06-27T07:18:00Z,5B,3LH,F,S,A10,B,3AW,5 CM Partners
2018-06-27T07:18:00Z,5B,3AW,F,S,A10,B,3LH,5 CM Partners
2018-06-27T07:19:00Z,5B,2TM,M,CRT,A09,C,UKF,Mating Partners
2018-06-27T07:19:00Z,5B,UKF,F,CRT,A09,C,2TM,Mating Partners
2018-06-27T07:22:00Z,5B,3TN,F,S,C01,B,3N3,Touch Partners
2018-06-27T07:22:00Z,5B,3N3,F,S,C01,B,3TN,Touch Partners
2018-06-27T07:22:00Z,5B,3N3,F,S,C01,B,2AV,5 CM Partners
2018-06-27T07:22:00Z,5B,2AV,M,S,C01,C,3N3,5 CM Partners
2018-06-27T07:22:00Z,5B,2AV,M,S,C01,C,3TN,5 CM Partners
2018-06-27T07:22:00Z,5B,3TN,F,S,C01,B,2AV,5 CM Partners
2018-06-27T07:23:00Z,5B,2B7,M,S,US,,,
2018-06-27T07:24:00Z,5B,2AY,M,S,C02,B,,
2018-06-27T07:25:00Z,5B,3NH,F,S,C09,C,,
2018-06-27T07:27:00Z,5B,2WP,M,S,W,,,
2018-06-27T07:26:00Z,5B,2HK,M,S,LEG,,,
2018-06-27T07:50:00Z,5B,UKM,M,S,M,,,
2018-06-27T07:35:00Z,5A,3M2,F,S,W,,,
2018-06-27T07:26:00Z,5A,2AF,M,S,A01,C,,
2018-06-27T07:37:00Z,5A,3SX,F,S,A03,C,,
2018-06-27T07:38:00Z,5A,2MV,M,S,A07,C,,
2018-06-27T07:39:00Z,5A,3NO,F,S,A09,B,,
2018-06-27T07:40:00Z,5A,2BF,M,S,A11,C,,
2018-06-27T07:41:00Z,5A,3TS,F,S,A13,C,,
2018-06-27T07:42:00Z,5A,2MZ,M,S,A15,B,,
2018-06-27T07:42:00Z,5A,2SB,M,S,A15,C,,
2018-06-27T07:44:00Z,5A,2TK,M,CRT,A17,C,3K3,Mating Partners
2018-06-27T07:44:00Z,5A,3K3,F,CRT,A17,C,2TK,Mating Partners
2018-06-27T07:45:00Z,5A,3BP,F,S,C06,C,2TT,5 CM Partners
2018-06-27T07:45:00Z,5A,2TT,M,S,C06,C,3BP,5 CM Partners
2018-06-27T07:45:00Z,5A,3BV,F,S,C06,C,,
2018-06-27T07:46:00Z,5A,3SW,F,S,C08,C,,
2018-06-27T07:46:00Z,5A,3WH,F,S,C08,C,,
2018-06-27T07:47:00Z,5A,3P2,F,S,C10,B,,
2018-06-27T07:48:00Z,5A,2TX,M,S,C14,C,,
2018-06-27T07:49:00Z,5A,2PT,M,S,C16,B,,
2018-06-27T07:50:00Z,5A,3SP,F,S,W,,,
2018-06-27T07:51:00Z,5A,3OO,F,S,W,,,
2018-06-27T08:05:00Z,4B,2KA,M,S,A02,C,,
2018-06-27T08:06:00Z,4B,2BX,M,S,A10,B,,
2018-06-27T08:06:00Z,4B,3BZ,F,S,A11,C,,
2018-06-27T08:08:00Z,4B,3PY,F,S,B09,B,,
2018-06-27T08:09:00Z,4B,2KY,M,G,B09,C,UKF,Mating Partners
2018-06-27T08:09:00Z,4B,UKF,F,G,B09,C,2KY,Mating Partners
2018-06-27T08:12:00Z,4B,3P6,F,S,C02,C,,
2018-06-27T08:13:00Z,4B,3FW,F,S,C10,T,2A6,5 CM Partners
2018-06-27T08:13:00Z,4B,2A6,M,G,C10,C,3FW,5 CM Partners
2018-06-27T08:13:00Z,4B,2A6,M,G,C10,C,3KT,Mating Partners
2018-06-27T08:13:00Z,4B,3KT,F,G,C10,C,2A6,Mating Partners
2018-06-27T08:13:00Z,4B,3KT,F,G,C10,C,3FW,5 CM Partners
2018-06-27T08:13:00Z,4B,3FW,F,S,C10,T,3KT,5 CM Partners
2018-06-27T08:14:00Z,4B,2HV,M,S,LEG,,,
2018-06-27T08:14:00Z,4B,2KB,M,S,W,,,
2018-06-27T08:14:00Z,4B,3SF,F,S,W,,,
2018-06-27T08:14:00Z,4B,2SF,M,S,W,,,
2018-06-27T08:14:00Z,4B,2LH,M,S,W,,,
2018-06-27T08:14:00Z,4B,UKF,F,S,W,,,
2018-06-27T08:21:00Z,4B,3ZA,F,S,M,,,
2018-06-27T08:21:00Z,4B,3PB,F,S,M,,,
2018-06-27T08:21:00Z,4B,2BL,M,S,M,,,
2018-06-27T08:29:00Z,4A,3XL,F,S,A02,C,3HZ,5 CM Partners
2018-06-27T08:29:00Z,4A,3HZ,F,S,A03,C,2V6,Touch Partners
2018-06-27T08:29:00Z,4A,2V6,M,CRT,A03,C,3HZ,Touch Partners
2018-06-27T08:29:00Z,4A,2V6,M,CRT,A03,C,3HY,Mating Partners
2018-06-27T08:29:00Z,4A,3HY,F,CRT,A03,C,2V6,Mating Partners
2018-06-27T08:29:00Z,4A,3HY,F,CRT,A03,C,3HZ,Touch Partners
2018-06-27T08:29:00Z,4A,3HZ,F,S,A03,C,3HY,Touch Partners
2018-06-27T08:29:00Z,4A,3HZ,F,S,A03,C,2NS,5 CM Partners
2018-06-27T08:29:00Z,4A,3HZ,F,S,A03,C,3XL,5 CM Partners
2018-06-27T08:29:00Z,4A,3HZ,F,S,A03,C,2T2,5 CM Partners
2018-06-27T08:29:00Z,4A,2T2,M,S,A03,C,3HZ,5 CM Partners
2018-06-27T08:29:00Z,4A,2T2,M,S,A03,C,2V6,5 CM Partners
2018-06-27T08:29:00Z,4A,2V6,M,CRT,A03,C,2T2,5 CM Partners
2018-06-27T08:29:00Z,4A,2V6,M,CRT,A03,C,2NS,5 CM Partners
2018-06-27T08:29:00Z,4A,2V6,M,CRT,A03,C,2NH,5 CM Partners
2018-06-27T08:29:00Z,4A,3HY,F,CRT,A03,C,2NS,5 CM Partners
2018-06-27T08:29:00Z,4A,3HY,F,CRT,A03,C,2T2,5 CM Partners
2018-06-27T08:29:00Z,4A,3HY,F,CRT,A03,C,2NH,5 CM Partners
2018-06-27T08:29:00Z,4A,2NS,M,S,A03,C,2T2,Touch Partners
2018-06-27T08:29:00Z,4A,2T2,M,S,A03,C,2NS,Touch Partners
2018-06-27T08:29:00Z,4A,2T2,M,S,A03,C,3HY,5 CM Partners
2018-06-27T08:29:00Z,4A,2T2,M,S,A03,C,2NH,5 CM Partners
2018-06-27T08:29:00Z,4A,2NS,M,S,A03,C,3HZ,5 CM Partners
2018-06-27T08:29:00Z,4A,2NS,M,S,A03,C,2V6,5 CM Partners
2018-06-27T08:29:00Z,4A,2NS,M,S,A03,C,3HY,5 CM Partners
2018-06-27T08:29:00Z,4A,2NS,M,S,A03,C,2NH,5 CM Partners
2018-06-27T08:29:00Z,4A,2NH,M,S,A03,C,2V6,5 CM Partners
2018-06-27T08:29:00Z,4A,2NH,M,S,A03,C,3HY,5 CM Partners
2018-06-27T08:29:00Z,4A,2NH,M,S,A03,C,2NS,5 CM Partners
2018-06-27T08:29:00Z,4A,2NH,M,S,A03,C,2T2,5 CM Partners
2018-06-27T08:29:00Z,4A,2NH,M,S,A03,C,2OV,5 CM Partners
2018-06-27T08:29:00Z,4A,2OV,M,S,A03,C,2NH,5 CM Partners
2018-06-27T08:33:00Z,4A,UKM,M,S,A05,C,,
2018-06-27T08:33:00Z,4A,3NY,F,S,A05,C,,
2018-06-27T08:34:00Z,4A,3YY,F,S,A07,C,,
2018-06-27T08:34:00Z,4A,3NL,F,M,A10,C,,
2018-06-27T08:35:00Z,4A,2FF,M,M,A12,C,,
2018-06-27T08:37:00Z,4A,2OX,M,S,A18,C,,
2018-06-27T08:37:00Z,4A,2VW,M,S,A18,C,,
2018-06-27T08:38:00Z,4A,2FA,M,G,C04,B,3T2,Mating Partners
2018-06-27T08:38:00Z,4A,3T2,F,G,C04,B,2FA,Mating Partners
2018-06-27T08:39:00Z,4A,2LY,M,S,C08,C,,
2018-06-27T08:40:00Z,4A,3PW,F,S,LEG,,,
2018-06-27T08:40:00Z,4A,3W9,F,M,W,,,
2018-06-27T08:41:00Z,4A,2NL,M,S,LEG,,,
2018-06-27T08:41:00Z,4A,2HP,M,S,LEG,,,
2018-06-27T08:42:00Z,4A,3N6,F,S,US,,,
2018-06-27T06:27:00Z,1A,2PV,M,S,A01,C,,
2018-06-27T06:28:00Z,1A,2VA,M,G,A01,B,3LA,Mating Partners
2018-06-27T06:28:00Z,1A,3LA,F,G,A01,B,2VA,Mating Partners
2018-06-27T06:29:00Z,1A,2S3,M,S,A03,C,,
2018-06-27T06:30:00Z,1A,2SN,M,S,A07,B,,
2018-06-27T06:31:00Z,1A,UKF,F,S,A09,C,3PT,5 CM Partners
2018-06-27T06:32:00Z,1A,3PT,F,S,A10,C,UKF,5 CM Partners
2018-06-27T06:33:00Z,1A,2BT,M,S,A10,C,,
2018-06-27T06:33:00Z,1A,3M3,F,S,A11,T,,
2018-06-27T06:34:00Z,1A,2K6,M,S,A14,C,,
2018-06-27T06:34:00Z,1A,2AN,M,G,A15,B,3WS,Mating Partners
2018-06-27T06:34:00Z,1A,3WS,F,G,A15,B,2AN,Mating Partners
2018-06-27T06:34:00Z,1A,3WS,F,G,A15,B,3XY,Touch Partners
2018-06-27T06:34:00Z,1A,3XY,F,S,A15,B,3WS,Touch Partners
2018-06-27T06:34:00Z,1A,3XY,F,S,A15,B,2AN,Touch Partners
2018-06-27T06:34:00Z,1A,2AN,M,G,A15,B,3XY,Touch Partners
2018-06-27T06:36:00Z,1A,2PX,M,S,A17,B,,
2018-06-27T06:37:00Z,1A,UKF,F,S,A18,C,,
2018-06-27T06:39:00Z,1A,UKF,F,S,C06,B,,
2018-06-27T06:40:00Z,1A,2L9,M,G,C06,B,3TF,Mating Partners
2018-06-27T06:40:00Z,1A,3TF,F,G,C06,B,2L9,Mating Partners
2018-06-27T06:41:00Z,1A,2LN,M,S,C12,B,,
2018-06-27T06:42:00Z,1A,3TH,F,S,C14,B,,
2018-06-27T06:42:00Z,1A,2LP,M,S,C16,B,3WO,5 CM Partners
2018-06-27T06:42:00Z,1A,3WO,F,S,C16,B,2LP,5 CM Partners
2018-06-27T06:45:00Z,1A,2BK,M,S,W,,,
2018-06-27T06:45:00Z,1A,3VO,F,S,W,,,
2018-06-27T06:47:00Z,1A,2A7,M,S,M,,,
2018-06-27T06:47:00Z,1A,UKM,M,S,M,,3FB,5 CM Partners
2018-06-27T06:47:00Z,1A,3FB,F,S,M,,UKM,5 CM Partners
2018-06-27T06:51:00Z,1B,2O7,M,S,M,,,
2018-06-27T06:51:00Z,1B,3LV,F,OS,AS,,,
2018-06-27T06:52:00Z,1B,3AP,F,S,A02,T,,
2018-06-27T06:52:00Z,1B,3XB,F,S,A02,C,,
2018-06-27T06:53:00Z,1B,3WN,F,S,A09,B,,
2018-06-27T06:54:00Z,1B,2SS,M,S,A13,C,,
2018-06-27T06:54:00Z,1B,2OO,M,G,A17,B,3TO,Mating Partners
2018-06-27T06:54:00Z,1B,3TO,F,G,A17,B,2OO,Mating Partners
2018-06-27T06:54:00Z,1B,2K7,M,S,A17,C,,
2018-06-27T06:55:00Z,1B,3VN,F,S,A18,E,2VN,5 CM Partners
2018-06-27T06:55:00Z,1B,2VN,M,S,A18,B,3VN,5 CM Partners
2018-06-27T06:57:00Z,1B,3SM,F,S,A18,C,,
2018-06-27T06:57:00Z,1B,2OT,M,S,A18,C,2KX,Touch Partners
2018-06-27T06:57:00Z,1B,2KX,M,S,A18,C,2OT,Touch Partners
2018-06-27T06:59:00Z,1B,3OS,F,CRT,B01,C,2WB,Mating Partners
2018-06-27T06:59:00Z,1B,2WB,M,CRT,B01,C,3OS,Mating Partners
2018-06-27T07:01:00Z,1B,3LN,F,S,B09,B,,
2018-06-27T07:02:00Z,1B,2TB,M,COP,B10,B,3AY,Mating Partners
2018-06-27T07:02:00Z,1B,3AY,F,COP,B10,B,2TB,Mating Partners
2018-06-27T07:03:00Z,1B,3V6,F,S,B10,B,,
2018-06-27T07:04:00Z,1B,3OL,F,S,C18,B,,
2018-06-27T07:06:00Z,1B,3WB,F,S,M,,,
2018-06-27T07:06:00Z,1B,2BH,M,S,M,,,
2018-06-27T07:06:00Z,1B,2WV,M,S,M,,,
2018-06-27T07:07:00Z,1B,2A3,M,S,M,,,
2018-06-27T07:07:00Z,1B,3XN,F,S,M,,,
2018-06-27T07:08:00Z,1B,3LS,F,S,M,,,
2018-06-27T07:09:00Z,1B,3LP,F,S,W,,,
2018-06-27T07:13:00Z,2A,2MF,M,S,A01,B,,
2018-06-27T07:14:00Z,2A,2LA,M,S,A02,C,2PN,5 CM Partners
2018-06-27T07:14:00Z,2A,2PN,M,S,A02,C,2LA,5 CM Partners
2018-06-27T07:16:00Z,2A,3NS,F,S,A06,C,2M2,5 CM Partners
2018-06-27T07:16:00Z,2A,2M2,M,S,A06,C,3NS,5 CM Partners
2018-06-27T07:16:00Z,2A,2M2,M,S,A06,C,UKF,5 CM Partners
2018-06-27T07:16:00Z,2A,UKF,F,CRT,A06,C,2M2,5 CM Partners
2018-06-27T07:16:00Z,2A,UKF,F,CRT,A06,C,2F3,Mating Partners
2018-06-27T07:16:00Z,2A,2F3,M,CRT,A06,C,UKF,Mating Partners
2018-06-27T07:16:00Z,2A,2F3,M,CRT,A06,C,2M2,5 CM Partners
2018-06-27T07:16:00Z,2A,2M2,M,S,A06,C,2F3,5 CM Partners
2018-06-27T07:16:00Z,2A,3NS,F,S,A06,C,UKF,5 CM Partners
2018-06-27T07:16:00Z,2A,UKF,F,S,A06,C,3NS,5 CM Partners
2018-06-27T07:16:00Z,2A,3NS,F,S,A06,C,2F3,5 CM Partners
2018-06-27T07:16:00Z,2A,2F3,M,CRT,A06,C,3NS,5 CM Partners
2018-06-27T07:17:00Z,2A,2FB,M,S,A06,C,,
2018-06-27T07:19:00Z,2A,UKM,M,CRT,A08,C,UKF,Mating Partners
2018-06-27T07:19:00Z,2A,UKF,F,CRT,A08,C,UKM,Mating Partners
2018-06-27T07:19:00Z,2A,2NW,M,S,A10,C,,
2018-06-27T07:20:00Z,2A,2BP,M,S,A11,C,2HW,5 CM Partners
2018-06-27T07:20:00Z,2A,2HW,M,S,A11,C,2BP,5 CM Partners
2018-06-27T07:21:00Z,2A,3ZW,F,S,A12,C,,
2018-06-27T07:22:00Z,2A,2MW,M,S,A13,C,,
2018-06-27T07:23:00Z,2A,3KV,F,S,A17,C,,
2018-06-27T07:23:00Z,2A,2OM,M,S,B02,C,,
2018-06-27T07:24:00Z,2A,3S2,F,S,C02,B,,
2018-06-27T07:24:00Z,2A,3AT,F,S,C04,T,,
2018-06-27T07:24:00Z,2A,2L6,M,S,C13,C,,
2018-06-27T07:26:00Z,2A,3YF,F,S,M,,,
2018-06-27T07:26:00Z,2A,3A6,F,S,M,,,
2018-06-27T07:26:00Z,2A,3SO,F,S,M,,,
2018-06-27T07:26:00Z,2A,3TA,F,S,M,,,
2018-06-27T07:29:00Z,2A,3H7,F,S,W,,,
2018-06-27T07:30:00Z,2A,2FM,M,S,AS,,,
2018-06-27T07:31:00Z,2A,2NB,M,S,W,,,
2018-06-27T07:31:00Z,2A,2LX,M,S,M,,,
2018-06-27T07:34:00Z,2B,3VH,F,S,A02,C,,
2018-06-27T07:35:00Z,2B,3M6,F,S,A02,C,3VB,5 CM Partners
2018-06-27T07:35:00Z,2B,3VB,F,S,A02,C,3M6,5 CM Partners
2018-06-27T07:35:00Z,2B,3VB,F,S,A02,C,UKM,5 CM Partners
2018-06-27T07:35:00Z,2B,3VB,F,S,A02,C,UKF,5 CM Partners
2018-06-27T07:35:00Z,2B,UKF,F,CRT,A02,C,3VB,5 CM Partners
2018-06-27T07:35:00Z,2B,UKF,F,CRT,A02,C,3M6,5 CM Partners
2018-06-27T07:35:00Z,2B,UKF,F,CRT,A02,C,UKM,Mating Partners
2018-06-27T07:35:00Z,2B,UKM,M,CRT,A02,C,UKF,Mating Partners
2018-06-27T07:35:00Z,2B,UKM,M,CRT,A02,C,3M6,5 CM Partners
2018-06-27T07:35:00Z,2B,UKM,M,CRT,A02,C,3VB,5 CM Partners
2018-06-27T07:35:00Z,2B,3M6,F,S,A02,C,UKM,5 CM Partners
2018-06-27T07:35:00Z,2B,3M6,F,S,A02,C,UKF,5 CM Partners
2018-06-27T07:39:00Z,2B,2PZ,M,S,A07,C,,
2018-06-27T07:39:00Z,2B,3BK,F,S,A10,C,2SW,5 CM Partners
2018-06-27T07:39:00Z,2B,2SW,M,S,A10,C,3BK,5 CM Partners
2018-06-27T07:40:00Z,2B,2S2,M,S,A12,C,2V7,5 CM Partners
2018-06-27T07:40:00Z,2B,2V7,M,CRT,A12,C,UKF,Mating Partners
2018-06-27T07:40:00Z,2B,UKF,F,CRT,A12,C,2V7,Mating Partners
2018-06-27T07:40:00Z,2B,2S2,M,S,A12,C,UKF,5 CM Partners
2018-06-27T07:40:00Z,2B,UKF,F,CRT,A12,C,2S2,5 CM Partners
2018-06-27T07:40:00Z,2B,2V7,M,CRT,A12,C,2S2,5 CM Partners
2018-06-27T07:42:00Z,2B,3MV,F,S,A14,C,3YX,5 CM Partners
2018-06-27T07:42:00Z,2B,3YX,F,S,A15,C,3MV,5 CM Partners
2018-06-27T07:43:00Z,2B,3OA,F,S,B01,C,,
2018-06-27T07:47:00Z,2B,3S7,F,S,B09,B,,
2018-06-27T07:48:00Z,2B,2T9,M,S,B17,C,,
2018-06-27T07:49:00Z,2B,2HF,M,S,C05,C,,
2018-06-27T07:50:00Z,2B,3SN,F,S,C09,C,,
2018-06-27T08:04:00Z,3A,2VB,M,S,A01,B,3TZ,5 CM Partners
2018-06-27T08:04:00Z,3A,3TZ,F,S,A01,B,2VB,5 CM Partners
2018-06-27T08:04:00Z,3A,2PB,M,G,A03,B,3OK,Mating Partners
2018-06-27T08:04:00Z,3A,3OK,F,G,A03,B,2PB,Mating Partners
2018-06-27T08:06:00Z,3A,3PF,F,S,A05,B,3MM,5 CM Partners
2018-06-27T08:06:00Z,3A,3MM,F,S,A05,B,3PF,5 CM Partners
2018-06-27T08:07:00Z,3A,3TM,F,S,A09,B,,
2018-06-27T08:08:00Z,3A,2F7,M,S,AS,,,
2018-06-27T08:08:00Z,3A,3XV,F,S,A13,B,,
2018-06-27T08:09:00Z,3A,2VL,M,S,A15,C,2NT,5 CM Partners
2018-06-27T08:09:00Z,3A,2NT,M,S,A15,C,2VL,5 CM Partners
2018-06-27T08:09:00Z,3A,2NT,M,S,A15,C,UK,5 CM Partners
2018-06-27T08:09:00Z,3A,2NT,M,S,A15,C,UK,5 CM Partners
2018-06-27T08:09:00Z,3A,2VL,M,S,A15,C,UK,5 CM Partners
2018-06-27T08:09:00Z,3A,2VL,M,S,A15,C,UK,5 CM Partners
2018-06-27T08:09:00Z,3A,UK,UK,S,A15,C,2NT,5 CM Partners
2018-06-27T08:09:00Z,3A,UK,UK,S,A15,C,2VL,5 CM Partners
2018-06-27T08:09:00Z,3A,UK,UK,S,A15,C,UK,5 CM Partners
2018-06-27T08:09:00Z,3A,UK,UK,S,A15,C,UK,5 CM Partners
2018-06-27T08:09:00Z,3A,UK,UK,S,A15,C,2VL,5 CM Partners
2018-06-27T08:09:00Z,3A,UK,UK,S,A15,C,2NT,5 CM Partners
2018-06-27T08:12:00Z,3A,3XH,F,S,A17,B,,
2018-06-27T08:12:00Z,3A,3NT,F,S,A17,C,,
2018-06-27T08:13:00Z,3A,2VF,M,S,C02,B,,
2018-06-27T08:13:00Z,3A,2S7,M,G,C10,B,3AM,Mating Partners
2018-06-27T08:13:00Z,3A,3AM,F,G,C10,B,2S7,Mating Partners
2018-06-27T08:13:00Z,3A,3AM,F,G,C10,B,3F2,5 CM Partners
2018-06-27T08:13:00Z,3A,3F2,F,S,C10,B,3AM,5 CM Partners
2018-06-27T08:13:00Z,3A,3F2,F,S,C10,B,2S7,5 CM Partners
2018-06-27T08:13:00Z,3A,2S7,M,G,C10,B,3F2,5 CM Partners
2018-06-27T08:15:00Z,3A,3OV,F,S,C12,T,,
2018-06-27T08:15:00Z,3A,3WP,F,S,C12,B,,
2018-06-27T08:17:00Z,3A,2AZ,M,S,W,,,
2018-06-27T08:21:00Z,3A,2NX,M,S,W,,,
2018-06-27T08:27:00Z,3B,3OW,F,S,A15,C,,
2018-06-27T08:28:00Z,3B,3MW,F,S,A18,B,,
2018-06-27T08:29:00Z,3B,2BY,M,G,B01,B,3PZ,Mating Partners
2018-06-27T08:29:00Z,3B,3PZ,F,G,B01,B,2BY,Mating Partners
2018-06-27T08:29:00Z,3B,3PZ,F,G,B01,B,2WT,5 CM Partners
2018-06-27T08:29:00Z,3B,2WT,M,S,B01,B,3PZ,5 CM Partners
2018-06-27T08:29:00Z,3B,2WT,M,S,B01,B,2BY,5 CM Partners
2018-06-27T08:29:00Z,3B,2BY,M,G,B01,B,2WT,5 CM Partners
