datetime,condo,focal_id,sex,behavior,grid_cell,cell_location,partner_id,partner_interaction
2018-06-28T15:17:00Z,6B,3PS,F,S,A02,B,3WL,5 CM Partners
2018-06-28T15:18:00Z,6B,2AH,M,CRT,A02,B,3WL,Mating Partners
2018-06-28T15:18:00Z,6B,2AH,M,CRT,A02,B,3PS,5 CM Partners
2018-06-28T15:18:00Z,6B,3WL,F,CRT,A02,B,2AH,Mating Partners
2018-06-28T15:18:00Z,6B,3WL,F,CRT,A02,B,3PS,5 CM Partners
2018-06-28T15:19:00Z,6B,3KK,F,S,A18,B,,
2018-06-28T15:20:00Z,6B,2NP,M,S,B01,B,,
2018-06-28T15:20:00Z,6B,3PL,F,S,B10,B,,
2018-06-28T15:21:00Z,6B,2BW,M,S,B10,C,,
2018-06-28T15:21:00Z,6B,2PP,M,S,C01,C,,
2018-06-28T15:22:00Z,6B,2MO,M,S,C01,B,3VX,Touch Partners
2018-06-28T15:22:00Z,6B,3VX,F,S,C01,B,2MO,Touch Partners
2018-06-28T15:22:00Z,6B,3VX,F,S,C01,B,3ZP,Touch Partners
2018-06-28T15:23:00Z,6B,3ZP,F,S,C01,B,3VX,Touch Partners
2018-06-28T15:23:00Z,6B,3ZP,F,S,C01,B,2MO,5 CM Partners
2018-06-28T15:23:00Z,6B,3ZP,F,S,C01,B,3TL,5 CM Partners
2018-06-28T15:22:00Z,6B,3VX,F,S,C01,B,3TL,5 CM Partners
2018-06-28T15:22:00Z,6B,2MO,M,S,C01,B,3ZP,5 CM Partners
2018-06-28T15:22:00Z,6B,2MO,M,S,C01,B,3TL,5 CM Partners
2018-06-28T15:24:00Z,6B,3TL,F,S,C01,B,2MO,5 CM Partners
2018-06-28T15:24:00Z,6B,3TL,F,S,C01,B,3ZP,5 CM Partners
2018-06-28T15:24:00Z,6B,3TL,F,S,C01,B,3VX,5 CM Partners
2018-06-28T15:26:00Z,6B,2FW,M,S,C02,B,,
2018-06-28T15:28:00Z,6B,3MS,F,S,C09,B,,
2018-06-28T15:28:00Z,6B,2F9,M,S,C17,C,,
2018-06-28T15:30:00Z,6B,2B3,M,S,M,,,
2018-06-28T15:30:00Z,6B,3KP,F,S,M,,,
2018-06-28T15:31:00Z,6B,3TP,F,S,M,,,
2018-06-28T15:35:00Z,6A,2KV,M,M,A07,C,,
2018-06-28T15:37:00Z,6A,3K2,F,S,A07,B,,
2018-06-28T15:38:00Z,6A,3SS,F,S,A11,C,,
2018-06-28T15:41:00Z,6A,2KS,M,F,A11,C,2PL,Touch Partners
2018-06-28T15:41:00Z,6A,2KS,M,F,A11,C,3O3,5 CM Partners
2018-06-28T15:42:00Z,6A,2PL,M,F,A11,C,2KS,Touch Partners
2018-06-28T15:42:00Z,6A,2PL,M,F,A11,C,3O3,5 CM Partners
2018-06-28T15:42:00Z,6A,3O3,F,S,A11,C,2KS,5 CM Partners
2018-06-28T15:42:00Z,6A,3O3,F,S,A11,C,2PL,5 CM Partners
2018-06-28T15:47:00Z,6A,2HH,M,S,A13,C,3MT,5 CM Partners
2018-06-28T15:47:00Z,6A,3MT,F,S,A13,C,2HH,5 CM Partners
2018-06-28T15:48:00Z,6A,3W6,F,S,A13,B,,
2018-06-28T15:48:00Z,6A,2MA,M,G,A15,B,3FZ,Mating Partners
2018-06-28T15:48:00Z,6A,3FZ,F,G,A15,B,2MA,Mating Partners
2018-06-28T15:55:00Z,6A,3WM,F,S,A14,C,,
2018-06-28T15:56:00Z,6A,2MB,M,S,C02,B,,
2018-06-28T15:57:00Z,6A,3ZO,F,S,C04,B,2VY,Touch Partners
2018-06-28T15:57:00Z,6A,2VY,M,S,C04,B,3ZO,Touch Partners
2018-06-28T15:58:00Z,6A,2N2,M,S,C12,B,,
2018-06-28T15:58:00Z,6A,2VM,M,G,C14,B,3HK,Mating Partners
2018-06-28T16:00:00Z,6A,3HK,F,G,C14,B,2VM,Mating Partners
2018-06-28T16:00:00Z,6A,3TT,F,S,C16,B,,
2018-06-28T16:02:00Z,6A,3LO,F,S,LEG,,,
2018-06-28T16:03:00Z,6A,2HT,M,S,W,,,
2018-06-28T16:04:00Z,6A,2BO,M,S,W,,,
2018-06-28T16:06:00Z,6A,2FP,M,G,M,,3HX,Mating Partners
2018-06-28T16:06:00Z,6A,3HX,F,G,M,,2FP,Mating Partners
2018-06-28T16:07:00Z,6A,2KM,M,S,M,,,
2018-06-28T16:08:00Z,6A,3M7,F,S,M,,,
2018-06-28T21:32:00Z,5B,3NA,F,S,A01,C,,
2018-06-28T21:33:00Z,5B,2NK,M,CRT,A02,B,3NH,Mating Partners
2018-06-28T21:33:00Z,5B,3NH,F,CRT,A02,B,2NK,Mating Partners
2018-06-28T21:33:00Z,5B,3NH,F,CRT,A02,B,2T6,5 CM Partners
2018-06-28T21:33:00Z,5B,2T6,M,S,A02,B,3NH,5 CM Partners
2018-06-28T21:33:00Z,5B,2T6,M,S,A02,B,2NK,5 CM Partners
2018-06-28T21:33:00Z,5B,2NK,M,CRT,A02,B,2T6,5 CM Partners
2018-06-28T21:34:00Z,5B,2WP,M,S,A02,C,,
2018-06-28T21:35:00Z,5B,3YB,F,S,A09,B,,
2018-06-28T21:35:00Z,5B,3O6,F,S,A09,C,3B7,Touch Partners
2018-06-28T21:35:00Z,5B,3B7,F,S,A09,C,3O6,Touch Partners
2018-06-28T21:36:00Z,5B,3LX,F,S,A18,C,,
2018-06-28T21:36:00Z,5B,2VP,M,S,A18,B,,
2018-06-28T21:38:00Z,5B,3OX,F,S,B02,B,3SY,5 CM Partners
2018-06-28T21:38:00Z,5B,3SY,F,S,B02,B,3OX,5 CM Partners
2018-06-28T21:38:00Z,5B,3FM,F,S,B10,E,3OB,5 CM Partners
2018-06-28T21:38:00Z,5B,3OB,F,S,B10,B,3FM,5 CM Partners
2018-06-28T21:39:00Z,5B,3AW,F,S,B10,B,,
2018-06-28T21:41:00Z,5B,2MP,M,S,C01,B,2AV,5 CM Partners
2018-06-28T21:41:00Z,5B,2AV,M,M,C01,B,2MP,5 CM Partners
2018-06-28T21:41:00Z,5B,2AV,M,M,C01,B,3N3,5 CM Partners
2018-06-28T21:41:00Z,5B,3N3,F,S,C01,B,2AV,5 CM Partners
2018-06-28T21:41:00Z,5B,3N3,F,S,C01,B,2MP,5 CM Partners
2018-06-28T21:41:00Z,5B,2MP,M,S,C01,B,3N3,5 CM Partners
2018-06-28T21:41:00Z,5B,3OH,F,S,C02,B,,
2018-06-28T21:42:00Z,5B,3LH,F,S,B09,B,,
2018-06-28T21:43:00Z,5B,2TM,M,S,LEG,,,
2018-06-28T21:43:00Z,5B,2MH,M,S,LEG,,,
2018-06-28T21:44:00Z,5B,2L2,M,S,LEG,,,
2018-06-28T21:44:00Z,5B,2H2,M,S,W,,,
2018-06-28T21:46:00Z,5B,2MS,M,S,W,,,
2018-06-28T21:49:00Z,5A,2TX,M,S,W,,,
2018-06-28T21:57:00Z,5A,2AF,M,CRT,A01,B,3SX,Mating Partners
2018-06-28T21:57:00Z,5A,3SX,F,CRT,A01,B,2AF,Mating Partners
2018-06-28T21:58:00Z,5A,2MV,M,S,A07,T,,
2018-06-28T21:59:00Z,5A,3P2,F,S,A09,B,,
2018-06-28T21:59:00Z,5A,3NO,F,S,A09,B,,
2018-06-28T21:59:00Z,5A,2BF,M,S,A11,C,,
2018-06-28T22:00:00Z,5A,2TF,M,S,A13,C,,
2018-06-28T22:00:00Z,5A,3K3,F,S,A15,B,,
2018-06-28T22:00:00Z,5A,3TS,F,S,A17,B,,
2018-06-28T22:03:00Z,5A,3OF,F,S,C02,B,2VZ,5 CM Partners
2018-06-28T22:03:00Z,5A,3OF,F,S,C02,B,2FK,5 CM Partners
2018-06-28T22:03:00Z,5A,2VZ,M,S,C02,B,3OF,5 CM Partners
2018-06-28T22:03:00Z,5A,2VZ,M,S,C02,B,2FK,5 CM Partners
2018-06-28T22:03:00Z,5A,2VZ,M,S,C02,B,3M2,5 CM Partners
2018-06-28T22:03:00Z,5A,2FK,M,S,C02,B,3OF,5 CM Partners
2018-06-28T22:03:00Z,5A,2FK,M,S,C02,B,2VZ,5 CM Partners
2018-06-28T22:03:00Z,5A,2FK,M,S,C02,B,3M2,5 CM Partners
2018-06-28T22:03:00Z,5A,3M2,F,S,C02,B,2VZ,5 CM Partners
2018-06-28T22:03:00Z,5A,3M2,F,S,C02,B,2FK,5 CM Partners
2018-06-28T22:04:00Z,5A,2LS,M,S,C04,B,3OZ,5 CM Partners
2018-06-28T22:04:00Z,5A,3OZ,F,S,C04,B,2LS,5 CM Partners
2018-06-28T22:06:00Z,5A,2TT,M,S,C06,B,3BV,5 CM Partners
2018-06-28T22:06:00Z,5A,3BV,F,S,C06,B,2TT,5 CM Partners
2018-06-28T22:06:00Z,5A,3BV,F,S,C06,B,3WH,5 CM Partners
2018-06-28T22:06:00Z,5A,3WH,F,S,C06,B,3BV,5 CM Partners
2018-06-28T22:07:00Z,5A,3BP,F,S,C12,B,,
2018-06-28T22:08:00Z,5A,2PT,M,S,C14,C,3KB,5 CM Partners
2018-06-28T22:08:00Z,5A,3KB,F,S,C14,B,2PT,5 CM Partners
2018-06-28T22:08:00Z,5A,3KB,F,S,C14,B,3SP,5 CM Partners
2018-06-28T22:08:00Z,5A,3SP,F,S,C14,B,3KB,5 CM Partners
2018-06-28T22:08:00Z,5A,3SP,F,S,C14,B,3SW,5 CM Partners
2018-06-28T22:08:00Z,5A,3SW,F,S,C14,B,3SP,5 CM Partners
2018-06-28T22:09:00Z,5A,3ON,F,S,C18,C,,
2018-06-28T22:09:00Z,5A,2MZ,M,M,C18,B,,
2018-06-28T22:09:00Z,5A,3KA,F,M,C18,B,,
2018-06-28T22:10:00Z,5A,2M7,M,S,LEG,,,
2018-06-28T22:10:00Z,5A,2SB,M,S,C01,C,,
2018-06-28T22:12:00Z,5A,3A7,F,S,M,,,
2018-06-28T22:14:00Z,5B,2NN,M,S,LEG,,,
2018-06-28T22:15:00Z,5B,UKM,M,S,M,,,
2018-06-28T22:18:00Z,6A,3K2,F,S,A05,B,,
2018-06-28T22:18:00Z,6A,2KV,M,S,A07,B,,
2018-06-28T22:19:00Z,6A,3SS,F,S,A11,C,2KS,5 CM Partners
2018-06-28T22:19:00Z,6A,2KS,M,S,A11,C,3SS,5 CM Partners
2018-06-28T22:20:00Z,6A,2OW,M,S,A13,B,,
2018-06-28T22:20:00Z,6A,2HH,M,S,A13,C,,
2018-06-28T22:21:00Z,6A,3WM,F,S,A15,B,,
2018-06-28T22:22:00Z,6A,2MA,M,S,A18,C,,
2018-06-28T22:23:00Z,6A,2MB,M,S,C02,B,,
2018-06-28T22:23:00Z,6A,3ZO,F,S,C04,B,,
2018-06-28T22:23:00Z,6A,2VY,M,S,C04,T,,
2018-06-28T22:26:00Z,6A,3TT,F,S,C10,T,,
2018-06-28T22:27:00Z,6A,3XP,F,S,C14,E,,
2018-06-28T22:27:00Z,6A,3HK,F,S,C14,B,,
2018-06-28T22:28:00Z,6A,2PL,M,S,C16,B,3O3,5 CM Partners
2018-06-28T22:28:00Z,6A,3O3,F,S,C16,B,2PL,5 CM Partners
2018-06-28T22:28:00Z,6A,3O3,F,S,C16,B,3MZ,5 CM Partners
2018-06-28T22:28:00Z,6A,3MZ,F,S,C16,E,3O3,5 CM Partners
2018-06-28T22:28:00Z,6A,3MZ,F,S,C16,E,3LO,5 CM Partners
2018-06-28T22:28:00Z,6A,3LO,F,S,C16,E,3MZ,5 CM Partners
2018-06-28T22:28:00Z,6A,3LO,F,S,C16,E,3O3,5 CM Partners
2018-06-28T22:28:00Z,6A,3O3,F,S,C16,B,3LO,5 CM Partners
2018-06-28T22:29:00Z,6A,2LW,M,S,C18,C,,
2018-06-28T22:29:00Z,6A,3FZ,F,S,C18,B,,
2018-06-28T22:29:00Z,6A,3W6,F,S,LEG,,,
2018-06-28T22:30:00Z,6A,UKM,M,S,M,,,
2018-06-28T22:30:00Z,6A,2KM,M,S,M,,,
2018-06-28T22:30:00Z,6A,2N2,M,S,M,,2VM,5 CM Partners
2018-06-28T22:30:00Z,6A,2VM,M,S,M,,2N2,5 CM Partners
2018-06-28T22:32:00Z,6A,3M7,F,S,M,,,
2018-06-28T22:31:00Z,6A,2P2,M,S,M,,,
2018-06-28T22:32:00Z,6A,2FT,M,S,M,,,
2018-06-28T22:38:00Z,6B,2WO,M,S,A01,C,,
2018-06-28T22:38:00Z,6B,2AH,M,S,A02,B,,
2018-06-28T22:39:00Z,6B,3XA,F,S,AS,,,
2018-06-28T22:39:00Z,6B,2F9,M,S,A18,B,,
2018-06-28T22:40:00Z,6B,2NP,M,S,B01,B,3N2,5 CM Partners
2018-06-28T22:40:00Z,6B,3N2,F,S,B01,B,2NP,5 CM Partners
2018-06-28T22:41:00Z,6B,3KK,F,M,B09,E,,
2018-06-28T22:41:00Z,6B,3PL,F,S,B10,C,,
2018-06-28T22:42:00Z,6B,3NF,F,S,B10,C,,
2018-06-28T22:46:00Z,6B,3TL,F,S,C01,B,3PS,5 CM Partners
2018-06-28T22:46:00Z,6B,3TL,F,S,C01,B,3VX,5 CM Partners
2018-06-28T22:46:00Z,6B,3TL,F,S,C01,B,2PP,5 CM Partners
2018-06-28T22:46:00Z,6B,3TL,F,S,C01,B,3ZP,5 CM Partners
2018-06-28T22:46:00Z,6B,3PS,F,S,C01,B,3TL,5 CM Partners
2018-06-28T22:46:00Z,6B,3PS,F,S,C01,B,3VX,5 CM Partners
2018-06-28T22:46:00Z,6B,3PS,F,S,C01,B,2PP,5 CM Partners
2018-06-28T22:46:00Z,6B,3PS,F,S,C01,B,3ZP,5 CM Partners
2018-06-28T22:46:00Z,6B,3VX,F,S,C01,B,2PP,Touch Partners
2018-06-28T22:46:00Z,6B,3VX,F,S,C01,B,3ZP,Touch Partners
2018-06-28T22:46:00Z,6B,3VX,F,S,C01,B,3TL,5 CM Partners
2018-06-28T22:46:00Z,6B,3VX,F,S,C01,B,3PS,5 CM Partners
2018-06-28T22:46:00Z,6B,3VX,F,S,C01,B,3OP,5 CM Partners
2018-06-28T22:46:00Z,6B,2PP,M,G,C01,B,3ZP,Mating Partners
2018-06-28T22:46:00Z,6B,2PP,M,G,C01,B,3VX,Touch Partners
2018-06-28T22:46:00Z,6B,2PP,M,G,C01,B,3TL,5 CM Partners
2018-06-28T22:46:00Z,6B,2PP,M,G,C01,B,3PS,5 CM Partners
2018-06-28T22:46:00Z,6B,2PP,M,G,C01,B,3OP,5 CM Partners
2018-06-28T22:46:00Z,6B,3ZP,F,G,C01,B,2PP,Mating Partners
2018-06-28T22:46:00Z,6B,3ZP,F,G,C01,B,3VX,Touch Partners
2018-06-28T22:46:00Z,6B,3ZP,F,G,C01,B,3TL,5 CM Partners
2018-06-28T22:46:00Z,6B,3ZP,F,G,C01,B,3PS,5 CM Partners
2018-06-28T22:46:00Z,6B,3ZP,F,G,C01,B,3OP,5 CM Partners
2018-06-28T22:46:00Z,6B,3OP,F,S,C01,C,3VX,5 CM Partners
2018-06-28T22:46:00Z,6B,3OP,F,S,C01,C,2PP,5 CM Partners
2018-06-28T22:46:00Z,6B,3OP,F,S,C01,C,3ZP,5 CM Partners
2018-06-28T22:46:00Z,6B,2OZ,M,S,C02,B,,
2018-06-28T22:47:00Z,6B,2OL,M,CRT,C09,T,3VS,Mating Partners
2018-06-28T22:47:00Z,6B,3VS,F,CRT,C09,T,2OL,Mating Partners
2018-06-28T22:47:00Z,6B,3VS,F,CRT,C09,T,2MO,5 CM Partners
2018-06-28T22:47:00Z,6B,3VS,F,CRT,C09,T,3PK,5 CM Partners
2018-06-28T22:47:00Z,6B,3PK,F,S,C09,B,3VS,5 CM Partners
2018-06-28T22:47:00Z,6B,3PK,F,S,C09,B,2OL,5 CM Partners
2018-06-28T22:47:00Z,6B,3PK,F,S,C09,B,2MO,Touch Partners
2018-06-28T22:47:00Z,6B,2MO,M,S,C09,B,3PK,Touch Partners
2018-06-28T22:47:00Z,6B,2MO,M,S,C09,B,3VS,5 CM Partners
2018-06-28T22:47:00Z,6B,2MO,M,S,C09,B,2OL,5 CM Partners
2018-06-28T22:47:00Z,6B,2OL,M,CRT,C09,T,2MO,5 CM Partners
2018-06-28T22:47:00Z,6B,2OL,M,CRT,C09,T,3PK,5 CM Partners
2018-06-28T22:48:00Z,6B,2FW,M,S,US,,,
2018-06-28T22:49:00Z,6B,2B6,M,S,C10,B,,
2018-06-28T22:50:00Z,6B,3TP,F,S,LEG,,,
2018-06-28T22:51:00Z,6B,3KP,F,S,M,,,
2018-06-28T22:52:00Z,6B,2B3,M,S,M,,,
2018-06-28T22:54:00Z,6A,3HX,F,S,LEG,,,
2018-06-28T22:57:00Z,1B,2S9,M,S,W,,,
2018-06-28T22:58:00Z,1B,2WB,M,F,B01,C,2VN,5 CM Partners
2018-06-28T22:58:00Z,1B,2VN,M,F,B01,C,2WB,5 CM Partners
2018-06-28T23:03:00Z,1B,2F2,M,CRT,A01,B,3XB,Mating Partners
2018-06-28T23:03:00Z,1B,3XB,F,CRT,A01,B,2F2,Mating Partners
2018-06-28T23:03:00Z,1B,3XB,F,CRT,A01,B,3LV,5 CM Partners
2018-06-28T23:03:00Z,1B,3XB,F,CRT,A01,B,3OS,5 CM Partners
2018-06-28T23:03:00Z,1B,3XB,F,CRT,A01,B,3AP,5 CM Partners
2018-06-28T23:03:00Z,1B,3AP,F,S,A01,B,3XB,5 CM Partners
2018-06-28T23:03:00Z,1B,3AP,F,S,A01,B,3LV,Touch Partners
2018-06-28T23:03:00Z,1B,3AP,F,S,A01,B,2F2,5 CM Partners
2018-06-28T23:03:00Z,1B,3AP,F,S,A01,B,3OS,5 CM Partners
2018-06-28T23:03:00Z,1B,3OS,F,S,A01,B,3AP,5 CM Partners
2018-06-28T23:03:00Z,1B,3OS,F,S,A01,B,3LV,Touch Partners
2018-06-28T23:03:00Z,1B,3OS,F,S,A01,B,2F2,5 CM Partners
2018-06-28T23:03:00Z,1B,3OS,F,S,A01,B,3XB,5 CM Partners
2018-06-28T23:03:00Z,1B,3LV,F,S,A01,B,3OS,Touch Partners
2018-06-28T23:03:00Z,1B,3LV,F,S,A01,B,3AP,Touch Partners
2018-06-28T23:03:00Z,1B,3LV,F,S,A01,B,2F2,5 CM Partners
2018-06-28T23:03:00Z,1B,3LV,F,S,A01,B,3XB,5 CM Partners
2018-06-28T22:03:00Z,1B,2F2,M,CRT,A01,B,3LV,5 CM Partners
2018-06-28T22:03:00Z,1B,2F2,M,CRT,A01,B,3OS,5 CM Partners
2018-06-28T22:03:00Z,1B,2F2,M,CRT,A01,B,3AP,5 CM Partners
2018-06-28T23:04:00Z,1B,2N9,M,S,A02,E,,
2018-06-28T23:04:00Z,1B,UKM,M,S,A04,C,,
2018-06-28T23:05:00Z,1B,3SM,F,S,A09,B,,
2018-06-28T23:05:00Z,1B,2OT,M,CRT,A09,B,UKF,Mating Partners
2018-06-28T23:05:00Z,1B,UKF,F,CRT,A09,B,2OT,Mating Partners
2018-06-28T23:06:00Z,1B,2SS,M,COP,A10,T,3PV,Mating Partners
2018-06-28T23:06:00Z,1B,3PV,F,COP,A10,T,2SS,Mating Partners
2018-06-28T23:07:00Z,1B,3TO,F,S,A17,B,2FY,5 CM Partners
2018-06-28T23:07:00Z,1B,2FY,M,S,A17,B,3TO,5 CM Partners
2018-06-28T23:08:00Z,1B,2KX,M,CRT,A18,B,3P3,Mating Partners
2018-06-28T23:08:00Z,1B,3P3,F,CRT,A18,B,2KX,Mating Partners
2018-06-28T23:09:00Z,1B,3XN,F,S,B02,E,,
2018-06-28T23:11:00Z,1B,3AY,F,S,B10,T,2TB,5 CM Partners
2018-06-28T23:11:00Z,1B,2TB,M,S,B10,B,3AY,5 CM Partners
2018-06-28T23:11:00Z,1B,2TB,M,S,B10,B,3LN,5 CM Partners
2018-06-28T23:11:00Z,1B,3LN,F,S,B10,B,2TB,5 CM Partners
2018-06-28T23:11:00Z,1B,3LN,F,S,B10,B,3AY,5 CM Partners
2018-06-28T23:11:00Z,1B,3AY,F,S,B10,T,3LN,5 CM Partners
2018-06-28T23:12:00Z,1B,3VN,F,S,B17,B,,
2018-06-28T23:12:00Z,1B,2V9,M,S,B17,C,,
2018-06-28T23:13:00Z,1B,3V6,F,S,B18,B,,
2018-06-28T23:13:00Z,1B,2OO,M,S,B18,B,,
2018-06-28T23:14:00Z,1B,3LP,F,S,C02,C,,
2018-06-28T23:14:00Z,1B,2K7,M,S,W,,,
2018-06-28T23:14:00Z,1B,2O7,M,S,W,,,
2018-06-28T23:15:00Z,1B,3LS,F,S,M,,,
2018-06-28T23:15:00Z,1B,2BH,M,S,M,,,
2018-06-28T23:15:00Z,1B,2WV,M,S,M,,,
2018-06-28T23:21:00Z,1A,2BK,M,S,M,,,
2018-06-28T23:21:00Z,1A,3FB,F,S,A01,B,2S3,5 CM Partners
2018-06-28T23:21:00Z,1A,2S3,M,S,A01,B,3FB,5 CM Partners
2018-06-28T23:22:00Z,1A,2VA,M,S,A03,B,,
2018-06-28T23:24:00Z,1A,3TX,F,S,A11,B,2TS,5 CM Partners
2018-06-28T23:24:00Z,1A,2TS,M,S,A11,C,3TX,5 CM Partners
2018-06-28T23:25:00Z,1A,2SN,M,S,A17,B,3WS,5 CM Partners
2018-06-28T23:25:00Z,1A,3WS,F,S,A17,B,2SN,5 CM Partners
2018-06-28T23:25:00Z,1A,3WS,F,S,A17,B,3B6,5 CM Partners
2018-06-28T23:25:00Z,1A,3B6,F,S,A17,B,3WS,5 CM Partners
2018-06-28T23:25:00Z,1A,3B6,F,S,A17,B,2SN,5 CM Partners
2018-06-28T23:25:00Z,1A,2SN,M,S,A17,B,3B6,5 CM Partners
2018-06-28T23:26:00Z,1A,2PF,M,S,A17,C,,
2018-06-28T23:26:00Z,1A,2AN,M,S,A17,C,,
2018-06-28T23:28:00Z,1A,3W7,F,S,C06,T,3TF,5 CM Partners
2018-06-28T23:28:00Z,1A,3TF,F,S,C06,B,3W7,5 CM Partners
2018-06-28T23:28:00Z,1A,3TF,F,S,C06,B,3VV,5 CM Partners
2018-06-28T23:28:00Z,1A,3VV,F,S,C06,B,3TF,5 CM Partners
2018-06-28T23:29:00Z,1A,2L9,M,S,C10,B,3PT,Touch Partners
2018-06-28T23:29:00Z,1A,3PT,F,S,C10,B,2L9,Touch Partners
2018-06-28T23:29:00Z,1A,2LN,M,S,C12,B,,
2018-06-28T23:29:00Z,1A,2BT,M,S,C14,B,,
2018-06-28T23:32:00Z,1A,2LP,M,S,C16,C,,
2018-06-28T23:31:00Z,1A,2PX,M,S,C16,C,,
2018-06-28T23:31:00Z,1A,3LA,F,M,C16,C,,
2018-06-28T23:31:00Z,1A,3MO,F,S,C16,B,2A7,5 CM Partners
2018-06-28T23:31:00Z,1A,2A7,M,S,C16,B,3MO,5 CM Partners
2018-06-28T23:32:00Z,1A,3XY,F,S,C18,B,,
2018-06-28T23:32:00Z,1A,3VO,F,M,LEG,,,
2018-06-28T23:32:00Z,1A,3WO,F,S,W,,,
2018-06-28T23:33:00Z,1A,2KW,M,S,M,,,
2018-06-28T23:34:00Z,1A,2PW,M,S,W,,,
2018-06-28T23:35:00Z,1A,2PV,M,S,M,,,
2018-06-28T21:34:00Z,2A,2OM,M,S,M,,,
2018-06-28T21:35:00Z,2A,UKF,F,S,LEG,,,
2018-06-28T21:36:00Z,2A,2MF,M,S,A01,B,3VT,5 CM Partners
2018-06-28T21:36:00Z,2A,3VT,F,S,A01,B,2MF,5 CM Partners
2018-06-28T21:36:00Z,2A,3VT,F,S,A01,B,3SO,5 CM Partners
2018-06-28T21:36:00Z,2A,3SO,F,S,A01,B,3VT,5 CM Partners
2018-06-28T21:37:00Z,2A,3H7,F,S,A03,B,,
2018-06-28T21:38:00Z,2A,2M2,M,S,A07,T,,
2018-06-28T21:39:00Z,2A,3XX,F,S,A08,C,,
2018-06-28T21:40:00Z,2A,2MW,M,S,A13,C,,
2018-06-28T21:41:00Z,2A,2PN,M,S,A17,B,,
2018-06-28T21:41:00Z,2A,3S2,F,S,C02,B,2L6,5 CM Partners
2018-06-28T21:41:00Z,2A,2L6,M,M,C02,B,3S2,5 CM Partners
2018-06-28T21:41:00Z,2A,2L6,M,M,C02,B,3A6,5 CM Partners
2018-06-28T21:41:00Z,2A,2L6,M,M,C02,B,3AT,5 CM Partners
2018-06-28T21:41:00Z,2A,3AT,F,S,C02,E,2L6,5 CM Partners
2018-06-28T21:41:00Z,2A,3AT,F,S,C02,E,3A6,5 CM Partners
2018-06-28T21:41:00Z,2A,3A6,F,S,C02,B,3AT,5 CM Partners
2018-06-28T21:41:00Z,2A,3A6,F,S,C02,B,2L6,5 CM Partners
2018-06-28T21:43:00Z,2A,2SX,M,S,C02,C,,
2018-06-28T21:44:00Z,2A,2NB,M,S,C13,C,,
2018-06-28T21:45:00Z,2A,2FM,M,S,C16,C,,
2018-06-28T21:35:00Z,2A,3TV,F,S,C18,B,,
2018-06-28T21:45:00Z,2A,2NW,M,S,LEG,,,
2018-06-28T21:45:00Z,2A,UKM,M,S,LEG,,,
2018-06-28T21:46:00Z,2A,2HW,M,S,M,,,
2018-06-28T21:46:00Z,2A,2PO,M,S,M,,,
2018-06-28T21:46:00Z,2A,3NS,F,S,M,,,
2018-06-28T21:47:00Z,2A,3MA,F,S,M,,,
2018-06-28T21:55:00Z,2B,2HF,M,DEAD,M,,,
2018-06-28T21:57:00Z,2B,UKM,M,S,W,,,
2018-06-28T21:57:00Z,2B,2HO,M,S,W,,,
2018-06-28T21:58:00Z,2B,2FH,M,S,A01,B,3BK,5 CM Partners
2018-06-28T21:58:00Z,2B,3BK,F,S,A01,B,2FH,5 CM Partners
2018-06-28T21:59:00Z,2B,2AX,M,S,A10,B,,
2018-06-28T21:59:00Z,2B,2T9,M,S,A10,B,,
2018-06-28T22:00:00Z,2B,3WK,F,S,A17,B,,
2018-06-28T22:00:00Z,2B,3YX,F,S,A18,C,,
2018-06-28T22:01:00Z,2B,2SH,M,S,A17,C,,
2018-06-28T22:01:00Z,2B,2SW,M,S,B01,C,,
2018-06-28T22:02:00Z,2B,3OA,F,S,B01,E,,
2018-06-28T22:03:00Z,2B,2BN,M,S,B02,C,,
2018-06-28T22:04:00Z,2B,3S7,F,S,,,,
2018-06-28T22:04:00Z,2B,3SN,F,S,,,,
2018-06-28T22:05:00Z,2B,2V7,M,S,C01,B,2SL,5 CM Partners
2018-06-28T22:05:00Z,2B,2V7,M,S,C01,B,3VB,5 CM Partners
2018-06-28T22:05:00Z,2B,2SL,M,S,C01,B,2V7,5 CM Partners
2018-06-28T22:05:00Z,2B,2SL,M,S,C01,B,3VB,5 CM Partners
2018-06-28T22:05:00Z,2B,3VB,F,S,C01,E,2V7,5 CM Partners
2018-06-28T22:05:00Z,2B,3VB,F,S,C01,E,2SL,5 CM Partners
2018-06-28T22:05:00Z,2B,3VB,F,S,C01,E,3X6,5 CM Partners
2018-06-28T22:05:00Z,2B,3X6,F,S,C01,T,3VB,5 CM Partners
2018-06-28T22:06:00Z,2B,2S2,M,S,C17,B,,
2018-06-28T22:07:00Z,2B,3TK,F,S,LEG,,,
2018-06-28T22:10:00Z,3B,2FZ,M,S,W,,,
2018-06-28T22:13:00Z,3B,2AM,M,S,W,,,
2018-06-28T22:13:00Z,3B,3AN,F,S,A01,B,,
2018-06-28T22:14:00Z,3B,2SP,M,S,A02,B,,
2018-06-28T22:14:00Z,3B,2F6,M,S,A03,C,,
2018-06-28T22:15:00Z,3B,3PN,F,S,A10,B,,
2018-06-28T22:16:00Z,3B,UKF,F,S,A17,B,3MW,5 CM Partners
2018-06-28T22:16:00Z,3B,3MW,F,S,A17,B,UKF,5 CM Partners
